TV Id,Regulation Start Date,TVS Id,Regulation Id,Protected Location Id,Protected Location (4),Elemental-Integrado,Protected Location Type,ERD-ARR,Regulation Reason Name
GCCCAAC,8/10/2019,GCCCFMP,GCAAC10,GCCCAAC,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/10/2019,LEBLTMA,LEBLA10,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECBCCL,8/10/2019,LECBFMPE,LECCL10,LECBCCL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBCCC,8/10/2019,LECBFMPE,LECCC10,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBAS,8/10/2019,LECBFMPE,LEBAS10,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBCCU,8/10/2019,LECBFMPE,LECCU10,LECBCCU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/10/2019,LECBFMPW,LEG1EV10,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/10/2019,LECBFMPW,LELVL10,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBGO2,8/10/2019,LECBFMPW,LEGO210,LECBGO2,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/10/2019,LECBFMPW,LELVU10,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/10/2019,LECBFMPW,LELVU10N,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
FL6PAU,8/10/2019,LECMFMP,FL6PA10E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMR1I,8/10/2019,LECMFMP,MR1I10E,LECMR1I,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMPAU,8/10/2019,LECMFMP,PAU10E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL6TLU,8/10/2019,LECMFMP,FL6TLU10,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/10/2019,LECMFMP,LEMDA10,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,8/10/2019,LECMFMP,LEZGZ10,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTZI,8/10/2019,LECMFMP,TZI10A,LECMTZI,LECM,integrado,Airspace,ERD,S - ATC Staffing
FL2TDU,8/10/2019,LECMFMP,FL2TD10L,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4TDU,8/10/2019,LECMFMP,FL4TD10L,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,8/10/2019,LECMFMP,BLI10,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMDPI,8/10/2019,LECMFMP,LECMDP10,LECMDPI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL5TDU,8/10/2019,LECMFMP1,FL5TDU10,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAO,8/10/2019,LECMFMP1,SAO10,LECMSAO,LECM,elemental,Airspace,ERD,C - ATC Capacity
GCCCINB,8/11/2019,GCCCFMP,GCINB11,GCCCINB,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/11/2019,LEBLTMA,LEBLA11,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,8/11/2019,LEBLTMA,LEBLA11A,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LECBBAS,8/11/2019,LECBFMPE,LEBAS11,LECBBAS,LECB,elemental,Airspace,ERD,W - Weather
LECBCCC,8/11/2019,LECBFMPE,LECCC11,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCCC,8/11/2019,LECBFMPE,LECBCC11,LECBCCC,LECB,integrado,Airspace,ERD,W - Weather
LECBG1EV,8/11/2019,LECBFMPW,LEG1EV11,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/11/2019,LECBFMPW,LELVL11,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/11/2019,LECBFMPW,LELVU11,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBGO2,8/11/2019,LECBFMPW,LECBGO11,LECBGO2,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,8/11/2019,LECMFMP,BLI11E,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMDGU,8/11/2019,LECMFMP,DGU11,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL2TDU,8/11/2019,LECMFMP,FL2TDU11,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4TDU,8/11/2019,LECMFMP,FL4TDU11,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,8/11/2019,LECMFMP,PAU11E,LECMPAU,LECM,elemental,Airspace,ERD,W - Weather
FL3DGU,8/11/2019,LECMFMP,FL3DGU11,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/11/2019,LECMFMP,LEMDA11,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,8/11/2019,LECMFMP,LEMDA11A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL9DGU,8/11/2019,LECMFMP,FL9DGU11,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECPMXX,8/11/2019,LECPFMP,LEMEN11,LECPMXX,LECP,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,8/11/2019,LECPFMP,LEPAA11M,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LEPAARR,8/11/2019,LECPFMP,LEPAA11A,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
GCCCOCE,8/12/2019,GCCCFMP,GCOCE12,GCCCOCE,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/12/2019,LEBLTMA,LEBLA12E,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LEBLARR,8/12/2019,LEBLTMA,LEBLA12M,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLXAL1,8/12/2019,LEBLTMA,LEXAL112,LEBLXAL,LEBL,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/12/2019,LEBLTMA,LEBLA12A,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,8/12/2019,LEBLTMA,LEBLA12N,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBCCC,8/12/2019,LECBFMPE,LECCC12,LECBCCC,LECB,integrado,Airspace,ERD,W - Weather
LECBBAS,8/12/2019,LECBFMPE,LEBAS12M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/12/2019,LECBFMPW,LEG1EV12,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/12/2019,LECBFMPW,LELVU12,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/12/2019,LECBFMPW,LELVL12,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,8/12/2019,LECMFMP,ZGZ12,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/12/2019,LECMFMP,LEMDA12A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL6TLU,8/12/2019,LECMFMP,FL6TLU12,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5PAU,8/12/2019,LECMFMP,FL5PAU12,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,8/12/2019,LECMFMP,BLI12,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMBLI,8/12/2019,LECMFMP,BLI12A,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMSAI,8/12/2019,LECMFMP,SAI12L,LECMSAI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEPAARR,8/12/2019,LECPFMP,LEPAA12M,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,W - Weather
LECPMXX,8/12/2019,LECPFMP,LEMXX12,LECPMXX,LECP,elemental,Airspace,ERD,C - ATC Capacity
LEMGARR1,8/12/2019,LECSFMP,LEMGA12,LEMG,LEMG,elemental,Aerodrome,ARR,C - ATC Capacity
GCRRARR,8/13/2019,GCCCFMP,GCRRA13,GCRR,GCRR,elemental,Aerodrome,ARR,G - Aerodrome Capacity
GCLP,8/13/2019,GCCCFMP,GCLPA13M,GCLP,GCLP,elemental,Aerodrome,ARR,G - Aerodrome Capacity
GCTS,8/13/2019,GCCCFMP,GCTSG13,GCTS,GCTS,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,8/13/2019,LEBLTMA,LEBLA13M,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLXAL1,8/13/2019,LEBLTMA,LEBXAL13,LEBLXAL,LEBL,elemental,Airspace,ERD,C - ATC Capacity
LECBCCC,8/13/2019,LECBFMPE,LECCC13M,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBAS,8/13/2019,LECBFMPE,LEBAS13,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/13/2019,LECBFMPW,LEG1EV13,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/13/2019,LECBFMPW,LELVL13,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/13/2019,LECBFMPW,LELVU13,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/13/2019,LECMFMP,LEMDA13,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMDGU,8/13/2019,LECMFMP,DGU13,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/13/2019,LECMFMP,LEMDA13A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMSAO,8/13/2019,LECMFMP1,SAO13A,LECMSAO,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,8/13/2019,LECPFMP,LEPAA13,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,A - Accident/Incident
LEPADEP,8/13/2019,LECPFMP,LEPAD13,LEPA,LEPA,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,8/14/2019,LEBLTMA,LEBLA14A,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,8/14/2019,LEBLTMA,LEBLA14X,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LECBBAS,8/14/2019,LECBFMPE,LEBAS14M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBCCC,8/14/2019,LECBFMPE,LECCC14,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBVNI,8/14/2019,LECBFMPE,LEVNI14,LECBVNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBAS,8/14/2019,LECBFMPE,LEBAS14,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBBAS,8/14/2019,LECBFMPE,LEBAS14A,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/14/2019,LECBFMPW,LEG1EV14,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/14/2019,LECBFMPW,LELVL14M,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECMTZI,8/14/2019,LECMFMP,TZI14,LECMTZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,8/14/2019,LECMFMP,LEMDA14,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,8/14/2019,LECMFMP,ZGZ14A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECPDMX,8/14/2019,LECPFMP,PDMX14M,LECPMXX,LECP,elemental,Airspace,ERD,C - ATC Capacity
LECSMA4C,8/14/2019,LECSFMP,MA4C14,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEBLT1W1,8/15/2019,LEBLTMA,LET1W15M,LEBLT1W,LEBL,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/15/2019,LEBLTMA,LEBLA15,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,8/15/2019,LEBLTMA,LEBLA15L,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LECBBAS,8/15/2019,LECBFMPE,LEBAS15,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBBAS,8/15/2019,LECBFMPE,LEBAS15M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBVNI,8/15/2019,LECBFMPE,LEVNI15A,LECBVNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/15/2019,LECBFMPW,LEG1EV15,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/15/2019,LECBFMPW,LELVU15M,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
FL4TLU,8/15/2019,LECMFMP,FL4TLU15,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL9DGU,8/15/2019,LECMFMP,FL9DGU15,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL1TLU,8/15/2019,LECMFMP,FL1TLU15,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEIB,8/15/2019,LECPFMP,LEIBG15,LEIB,LEIB,elemental,Aerodrome,ARR,P - Special Event
LEPAARR,8/15/2019,LECPFMP,LEPAA15A,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LECSMA4C,8/15/2019,LECSFMP,MA4C15,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
GCCCINB,8/16/2019,GCCCFMP,GCINB16,GCCCINB,GCCC,elemental,Airspace,ERD,W - Weather
LEBLARR,8/16/2019,LEBLTMA,LEBLA16M,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLXAL1,8/16/2019,LEBLTMA,LEXAL16,LEBLXAL,LEBL,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/16/2019,LEBLTMA,LEBLA16N,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBBAS,8/16/2019,LECBFMPE,LEBAS16,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBBAS,8/16/2019,LECBFMPE,LEBAS16M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBVNI,8/16/2019,LECBFMPE,LEVNI16,LECBVNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/16/2019,LECBFMPW,LEG1EV16,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/16/2019,LECBFMPW,LEVL16M,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECLALE,8/16/2019,LECLTAC,LELALE16,LEAL,LEAL,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,8/16/2019,LECMFMP,LEMDA16,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL2TLU,8/16/2019,LECMFMP,FL2TLU16,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5TLU,8/16/2019,LECMFMP,FL5TLU16,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4TLU,8/16/2019,LECMFMP,FL4TLU16,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,8/16/2019,LECMFMP,BLI16L,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMCZI,8/16/2019,LECMFMP,CZI16N,LECMCZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEPAARR,8/16/2019,LECPFMP,LEPAA16,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LEPAARR,8/16/2019,LECPFMP,LEPAA16L,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,A - Accident/Incident
GCLPARR,8/17/2019,GCCCFMP,GCLPA17A,GCLP,GCLP,elemental,Aerodrome,ARR,G - Aerodrome Capacity
GCCCRNE,8/17/2019,GCCCFMP,GCRNE17A,GCCCRNE,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/17/2019,LEBLTMA,LEBLA17M,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLXAL1,8/17/2019,LEBLTMA,LEXAL17M,LEBLXAL,LEBL,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/17/2019,LEBLTMA,LEBLA17,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBCCC,8/17/2019,LECBFMPE,LECCC17M,LECBCCC,LECB,integrado,Airspace,ERD,S - ATC Staffing
LECBBAS,8/17/2019,LECBFMPE,LEBAS17M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/17/2019,LECBFMPW,LEG1EV17,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/17/2019,LECBFMPW,LELVL17,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/17/2019,LECBFMPW,LELVU17A,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
FL4GO2,8/17/2019,LECBFMPW,FL4GO217,LECBGO2,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLLI,8/17/2019,LECBFMPW,LELLI17,LECBLLI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECMPAU,8/17/2019,LECMFMP,PAU17E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTLL,8/17/2019,LECMFMP,TLL17M,LECMTLL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/17/2019,LECMFMP,LEMDA17M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL3TDU,8/17/2019,LECMFMP,FL3TDU17,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,8/17/2019,LECMFMP,PAU17A,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZMUX,8/17/2019,LECMFMP,ZMUX17A,LECMZMU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZLM,8/17/2019,LECMFMP,ZLM17,LECMZLM,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,8/17/2019,LECMFMP,ZGZ17,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4TDU,8/17/2019,LECMFMP,FL4TD17A,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5TDU,8/17/2019,LECMFMP1,FL5TU17A,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL6TDU,8/17/2019,LECMFMP1,FL6TDU17,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR2MDW,8/17/2019,LECMFMP1,RR2MD17A,PPN,PPN,elemental,Significant Point,ERD,C - ATC Capacity
LECMSAO,8/17/2019,LECMFMP1,SAO17A,LECMSAO,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECPDMX,8/17/2019,LECPFMP,PDMX17M,LECPMXX,LECP,elemental,Airspace,ERD,C - ATC Capacity
LEIBARR,8/17/2019,LECPFMP,LEIBA17M,LEIB,LEIB,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEPAARR,8/17/2019,LECPFMP,LEPAA17,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LECSMA4C,8/17/2019,LECSFMP,MA4C17M,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
GCCCOCE,8/18/2019,GCCCFMP,GCOCE18E,GCCCOCE,GCCC,elemental,Airspace,ERD,C - ATC Capacity
GCCCRU6,8/18/2019,GCCCFMP,GCRU618E,GCCCRU6,GCCC,integrado,Airspace,ERD,C - ATC Capacity
GCCCINB,8/18/2019,GCCCFMP,GCINB18M,GCCCINB,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,8/18/2019,LEBLTMA,LEBLA18M,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLDDI1,8/18/2019,LEBLTMA,LEDDI118,LEBLDDI,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,8/18/2019,LEBLTMA,LEBLA18,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBCCC,8/18/2019,LECBFMPE,LECCC18M,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBAS,8/18/2019,LECBFMPE,LEBAS18M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBBAS,8/18/2019,LECBFMPE,LEBAS18A,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBCCC,8/18/2019,LECBFMPE,LECCC18,LECBCCC,LECB,integrado,Airspace,ERD,W - Weather
LECBG1EV,8/18/2019,LECBFMPW,LEG1EV18,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/18/2019,LECBFMPW,LELVL18,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/18/2019,LECBFMPW,LELVU18M,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,8/18/2019,LECMFMP,PAU18E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL2TDU,8/18/2019,LECMFMP,FL2TDU18,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL9DGU,8/18/2019,LECMFMP,FL9DGU18,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMDGU,8/18/2019,LECMFMP,DGU18M,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4ZMU34,8/18/2019,LECMFMP,FL4ZMU18,LECMZMU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTLLX,8/18/2019,LECMFMP,TLLX18M,LECMTLL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAN,8/18/2019,LECMFMP,SAN18M,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/18/2019,LECMFMP,LEMDA18M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMCZI,8/18/2019,LECMFMP,CZI18,LECMCZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMH,8/18/2019,LECPFMP,LEMHG18,LEMH,LEMH,elemental,Aerodrome,ARR,P - Special Event
LECPDMX,8/18/2019,LECPFMP,PDMX18M,LECPMXX,LECP,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,8/18/2019,LECPFMP,LEPAA18A,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
LEPAARR,8/18/2019,LECPFMP,LEPAA18,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
GCCCINB,8/19/2019,GCCCFMP,GCINB19,GCCCINB,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBLXAL1,8/19/2019,LEBLTMA,LEXAL19M,LEBLXAL,LEBL,elemental,Airspace,ERD,C - ATC Capacity
LECBCCC,8/19/2019,LECBFMPE,LECCC19,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBAS,8/19/2019,LECBFMPE,LEBAS19M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBBAS,8/19/2019,LECBFMPE,LEBAS19A,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBMVS,8/19/2019,LECBFMPE,LEMVS19,LECBMVS,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/19/2019,LECBFMPW,LEG1EV19,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG23,8/19/2019,LECBFMPW,LEG2319,LECBG23,LECB,integrado,Airspace,ERD,S - ATC Staffing
LECBLVU,8/19/2019,LECBFMPW,LELVU19M,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/19/2019,LECBFMPW,LECBLV19,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBP2R,8/19/2019,LECBFMPW,LEP2R19L,LECBP2R,LECB,elemental,Airspace,ERD,W - Weather
LECBPPI,8/19/2019,LECBFMPW,LEPPI19N,LECBPPI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLGU,8/19/2019,LECBFMPW,LELGU19,LECBLGU,LECB,elemental,Airspace,ERD,C - ATC Capacity
FL2TDU,8/19/2019,LECMFMP,FL2TDU19,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,8/19/2019,LECMFMP,LEMDA19A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL2TLU,8/19/2019,LECMFMP,FL2TLU19,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,8/19/2019,LECMFMP,ZGZ19A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5PAU,8/19/2019,LECMFMP,FL5PA19N,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,8/19/2019,LECPFMP,LEPAA19,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,C - ATC Capacity
RR1NCS,8/19/2019,LECSFMP,RR1NCS19,LECSNCS,LECS,integrado,Airspace,ERD,C - ATC Capacity
LECSNCS,8/19/2019,LECSFMP,LECNCS19,LECSNCS,LECS,integrado,Airspace,ERD,C - ATC Capacity
LECSRTA,8/19/2019,LECSFMP,LECRTA19,LECSRTA,LECS,integrado,Airspace,ERD,C - ATC Capacity
GCISOKA2,8/20/2019,GCCCFMP,GCISO20,IPERA,IPER,elemental,Significant Point,ERD,C - ATC Capacity
GCRRARR,8/20/2019,GCCCFMP,GCRRA20,GCRR,GCRR,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,8/20/2019,LEBLTMA,LEBLA20M,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECBCCC,8/20/2019,LECBFMPE,LECCC20M,LECBCCC,LECB,integrado,Airspace,ERD,W - Weather
LECBBAS,8/20/2019,LECBFMPE,LEBAS20,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBG1EV,8/20/2019,LECBFMPW,LEG1EV20,LECBGO1,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVL,8/20/2019,LECBFMPW,LELVL20M,LECBLVL,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/20/2019,LECBFMPW,LELVU20M,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,8/20/2019,LECBFMPW,LELVU20,LECBLVU,LECB,elemental,Airspace,ERD,W - Weather
FL9DGU,8/20/2019,LECMFMP,FL9DGU20,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARRW,8/20/2019,LECMFMP,LEMDA20E,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMCJI,8/20/2019,LECMFMP,CJI20A,LECMCJI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMTZI,8/20/2019,LECMFMP,TZI20,LECMTZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
